timestamp, acc_x, acc_y, acc_z, gyro_x, gyro_y, gyro_z, mag_x, mag_y, mag_z, light, la_x, la_y, la_z, gravity_x, gravity_y, gravity_z, pressure, rot_x, rot_y, rot_z, azimuth, pitch, roll, sensor_change
1536627030051, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 243.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, {Sensor name="CM3323 RGB Sensor", vendor="Capella Microsystems, Inc.", version=1, type=5, maxRange=60000.0, resolution=1.0, power=0.75, minDelay=0}
1536627030056, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 47.95199966430664, 17.746999740600586, 3.546999931335449, 243.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, {Sensor name="YAS532 Magnetic Sensor", vendor="Yamaha Corporation", version=1, type=2, maxRange=1200.0, resolution=0.06, power=6.0, minDelay=10000}
1536627030062, 0.0, 0.0, 0.0, 0.14049901068210602, 0.542142927646637, 0.8723155856132507, 47.95199966430664, 17.746999740600586, 3.546999931335449, 243.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, {Sensor name="K330 Gyroscope sensor", vendor="STMicroelectronics", version=1, type=4, maxRange=8.726646, resolution=3.0543262E-4, power=6.1, minDelay=10000}
1536627030064, 0.0, 0.0, 0.0, 0.11239920556545258, 0.542142927646637, 0.7596109509468079, 47.95199966430664, 17.746999740600586, 3.546999931335449, 243.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, {Sensor name="K330 Gyroscope sensor", vendor="STMicroelectronics", version=1, type=4, maxRange=8.726646, resolution=3.0543262E-4, power=6.1, minDelay=10000}
1536627030098, 0.0, 0.0, 0.0, 0.11239920556545258, 0.542142927646637, 0.7596109509468079, 47.055999755859375, 18.5310001373291, 1.9019999504089355, 243.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, {Sensor name="YAS532 Magnetic Sensor", vendor="Yamaha Corporation", version=1, type=2, maxRange=1200.0, resolution=0.06, power=6.0, minDelay=10000}
1536627030099, 0.0, 0.0, 0.0, -0.1560760736465454, 0.4144720733165741, -1.160033106803894, 47.055999755859375, 18.5310001373291, 1.9019999504089355, 243.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, {Sensor name="K330 Gyroscope sensor", vendor="STMicroelectronics", version=1, type=4, maxRange=8.726646, resolution=3.0543262E-4, power=6.1, minDelay=10000}
1536627030099, 0.0, 0.0, 0.0, -0.025045474991202354, -0.855516791343689, 0.2718350291252136, 47.055999755859375, 18.5310001373291, 1.9019999504089355, 243.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, {Sensor name="K330 Gyroscope sensor", vendor="STMicroelectronics", version=1, type=4, maxRange=8.726646, resolution=3.0543262E-4, power=6.1, minDelay=10000}
1536627030100, 0.0, 0.0, 0.0, -0.025045474991202354, -0.855516791343689, 0.2718350291252136, 46.73899841308594, 18.5310001373291, 2.319999933242798, 243.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, {Sensor name="YAS532 Magnetic Sensor", vendor="Yamaha Corporation", version=1, type=2, maxRange=1200.0, resolution=0.06, power=6.0, minDelay=10000}
1536627030100, 0.0, 0.0, 0.0, -0.011301007121801376, -0.006719517521560192, 0.3930917978286743, 46.73899841308594, 18.5310001373291, 2.319999933242798, 243.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, {Sensor name="K330 Gyroscope sensor", vendor="STMicroelectronics", version=1, type=4, maxRange=8.726646, resolution=3.0543262E-4, power=6.1, minDelay=10000}
1536627030101, 0.0, 0.0, 0.0, -0.012828170321881771, 0.07238753139972687, 0.38698312640190125, 46.73899841308594, 18.5310001373291, 2.319999933242798, 243.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, {Sensor name="K330 Gyroscope sensor", vendor="STMicroelectronics", version=1, type=4, maxRange=8.726646, resolution=3.0543262E-4, power=6.1, minDelay=10000}
1536627030114, 0.0, 0.0, 0.0, -0.012828170321881771, 0.07238753139972687, 0.38698312640190125, 46.73899841308594, 18.5310001373291, 2.319999933242798, 243.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, {Sensor name="YAS532 Magnetic Sensor", vendor="Yamaha Corporation", version=1, type=2, maxRange=1200.0, resolution=0.06, power=6.0, minDelay=10000}
1536627030116, 0.0, 0.0, 0.0, -0.009162978269159794, 0.07391469180583954, 0.394618958234787, 46.73899841308594, 18.5310001373291, 2.319999933242798, 243.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, {Sensor name="K330 Gyroscope sensor", vendor="STMicroelectronics", version=1, type=4, maxRange=8.726646, resolution=3.0543262E-4, power=6.1, minDelay=10000}
1536627030118, 0.0, 0.0, 0.0, -0.01618792861700058, 0.10048733651638031, 0.4046982228755951, 46.73899841308594, 18.5310001373291, 2.319999933242798, 243.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, {Sensor name="K330 Gyroscope sensor", vendor="STMicroelectronics", version=1, type=4, maxRange=8.726646, resolution=3.0543262E-4, power=6.1, minDelay=10000}
1536627030129, 0.0, 0.0, 0.0, -0.01618792861700058, 0.10048733651638031, 0.4046982228755951, 46.28900146484375, 18.5310001373291, 2.319999933242798, 243.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, {Sensor name="YAS532 Magnetic Sensor", vendor="Yamaha Corporation", version=1, type=2, maxRange=1200.0, resolution=0.06, power=6.0, minDelay=10000}
1536627030130, 0.0, 0.0, 0.0, -0.026572637259960175, 0.11636982858181, 0.40225476026535034, 46.28900146484375, 18.5310001373291, 2.319999933242798, 243.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, {Sensor name="K330 Gyroscope sensor", vendor="STMicroelectronics", version=1, type=4, maxRange=8.726646, resolution=3.0543262E-4, power=6.1, minDelay=10000}
1536627030139, 0.0, 0.0, 0.0, -0.02626720629632473, 0.06872233748435974, 0.4001167416572571, 46.28900146484375, 18.5310001373291, 2.319999933242798, 243.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, {Sensor name="K330 Gyroscope sensor", vendor="STMicroelectronics", version=1, type=4, maxRange=8.726646, resolution=3.0543262E-4, power=6.1, minDelay=10000}
1536627030149, 0.0, 0.0, 0.0, -0.02626720629632473, 0.06872233748435974, 0.4001167416572571, 46.28900146484375, 18.5310001373291, 2.319999933242798, 243.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, {Sensor name="YAS532 Magnetic Sensor", vendor="Yamaha Corporation", version=1, type=2, maxRange=1200.0, resolution=0.06, power=6.0, minDelay=10000}
